Základná škola,Žilinský,Čadca,"ZŠ - Čadca, Rázusova",Rázusova 2260,45
Základná škola,Žilinský,Oščadnica,ZŠ s MŠ - Oščadnica,Oščadnica 1374,13.4
Základná škola,Žilinský,Klokočov,"ZŠ - Klokočov, Ústredie",Ústredie 976,14.4
Základná škola,Žilinský,Čadca,"ZŠ - Čadca, M.R.Štefánika",M. R. Štefánika 2007,30.7
Základná škola,Žilinský,Čadca,"ZŠ s MŠ - Čadca, Horelica",Horelica 429,12.1
Základná škola,Žilinský,Olešná,"ZŠ s MŠ - Olešná, Polgrúň",Polgrúň 464,12.8
Základná škola,Žilinský,Zákopčie,ZŠ - Zákopčie,Zákopčie č. 957,13.3
Základná škola,Žilinský,Svrčinovec,ZŠ - Svrčinovec,Svrčinovec 336,21.6
Základná škola,Žilinský,Skalité,"ZŠ s MŠ - Skalité, Kudlov",Kudlov 781,17.6
MŠ celodenná starostlivosť,Žilinský,Turzovka,"Materská škola - Turzovka, Šárky",Šárky 463,17.2
Základná škola,Žilinský,Turzovka,"ZŠ - Turzovka, Bukovina",Bukovina 305,40.1
Základná škola,Žilinský,Čadca,"ZŠ s MŠ - Čadca, Podzávoz",Podzávoz 2739,21.4
Základná škola,Žilinský,Rudinská,ZŠ s MŠ - Rudinská,Rudinská 115,9.2
Základná škola,Žilinský,Kysucké Nové Mesto,"ZŠ - Kysucké N.M., Dolinský potok",Dolinský potok 1114/28,24.8
Základná škola,Žilinský,Čadca,"ZŠ - Čadca,  Komenského",Ulica Komenského 752,27.9
Základná škola,Žilinský,Kysucký Lieskovec,ZŠ - Kysucký Lieskovec,Kysucký Lieskovec 208,22.3
Základná škola,Žilinský,Nesluša,ZŠ - Nesluša,Nesluša 837,16.9
MŠ celodenná starostlivosť,Žilinský,Horný Vadičov,Materská škola - Horný Vadičov,Horný Vadičov 515,5.1
Základná škola,Žilinský,Horný Vadičov,ZŠ - Horný Vadičov,Horný Vadičov 277,13.7
MŠ celodenná starostlivosť,Žilinský,Kysucké Nové Mesto,"Materská škola - Kysucké N.M., Litovelská",Litovelská ulica 605/9,12
MŠ celodenná starostlivosť,Žilinský,Kysucké Nové Mesto,"Materská škola - Kysucké N.M., Komenského",Komenského 1162/38,14.6
MŠ celodenná starostlivosť,Žilinský,Kysucké Nové Mesto,"Materská škola - Kysucké N.M.,  9.mája",Ulica 9.mája 1292/11,15.2
MŠ celodenná starostlivosť,Žilinský,Raková,"Materská škola - Raková, Fojstvo",Fojstvo 1253,14.5
MŠ celodenná starostlivosť,Žilinský,Čadca,"Materská škola - Čadca, SNP",SNP 742,17.6
Základná škola,Žilinský,Čierne,"ZŠ s MŠ - Čierne, Vyšný Koniec",Vyšný Koniec 969,19.4
Základná škola,Žilinský,Divina,ZŠ s MŠ - Divina,Divina 538,15.3
Základná škola,Žilinský,Čierne,"ZŠ - Čierne, Ústredie",Ústredie 183,13.5
Základná škola,Žilinský,Dolná Tižina,ZŠ - Dolná Tižina,Dolná Tižina 28,15.2
Základná škola,Žilinský,Korňa,"ZŠ - Korňa, Ústredie",Ústredie 533,13.6
Základná škola,Žilinský,Rajecká Lesná,"ZŠ - Rajecká Lesná, Záplotie",Záplotie 414,11.8
MŠ celodenná starostlivosť,Žilinský,Kysucký Lieskovec,Materská škola - Kysucký Lieskovec,Kysucký Lieskovec 309,7.8
Základná škola,Žilinský,Povina,ZŠ s MŠ - Povina,Povina 323,9.9
Základná škola,Žilinský,Veľké Rovné,ZŠ s MŠ - V.Rovné,Veľké Rovné 302,16
Základná škola,Žilinský,Nová Bystrica,"ZŠ s MŠ - Nová Bystrica, Vychylovka",Vychylovka 687,6.6
Základná škola,Žilinský,Lúčky,"ZŠ - Lúčky, Slobody",Slobody 521,13.8
Základná škola,Žilinský,Liptovská Osada,"ZŠ s MŠ - Lipt.Osada, Školská",Školská 57,14
Základná škola,Žilinský,Žilina,"ZŠ - Žilina, Do Stošky",Do Stošky 8,14.3
Základná škola,Žilinský,Žilina,"ZŠ - Žilina, Lichardova",Lichardova 24,30.8
Základná škola,Žilinský,Žilina,"ZŠ - Žilina, V.Javorku",V. Javorku 32,27.7
Základná škola,Žilinský,Breza,ZŠ s MŠ - Breza,Breza 314,18.4
Základná škola,Žilinský,Krušetnica,ZŠ s MŠ - Krušetnica,Krušetnica 83,14.6
Základná škola,Žilinský,Ľubochňa,"ZŠ s MŠ - Ľubochňa, Školská",Školská 98,17.8
Základná škola,Žilinský,Žilina,"ZŠ - Žilina, Slov.dobrovoľníkov",Slov. dobrovoľníkov 122/7,21.1
Základná škola,Žilinský,Strečno,"ZŠ SNP - Strečno, Mládeže",Mládeže 289,21
Základná škola,Žilinský,Kysucké Nové Mesto,"ZŠ - Kysucké N.M., Clementisova",Clementisova 616/1,41.9
Základná škola,Žilinský,Žilina,"ZŠ - Žilina, Karpatská",Karpatská 8063/11,56.2
Základná škola,Žilinský,Turie,"ZŠ - Turie, Školská",Školská 394,14.6
Základná škola,Žilinský,Rosina,ZŠ s MŠ - Rosina,Rosina č. 624,13.9
Základná škola,Žilinský,Lietavská Lúčka,"ZŠ - Lietavská Lúčka, Skalka",Skalka 34,16.5
Základná škola,Žilinský,Žilina,"Cirk. ZŠ R. Zaymusa - Žilina, Romualda Zaymusa",Romualda Zaymusa 3,33
Základná škola,Žilinský,Žilina,"ZŠ s MŠ - Žilina,  sv.Gorazda",Ulica sv. Gorazda 1,33.5
Základná škola,Žilinský,Gbeľany,"ZŠ - Gbeľany, Hlavná",Hlavná ulica 375/26,17.7
Základná škola,Žilinský,Hruštín,ZŠ - Hruštín,Hruštín 55,22.5
Základná škola,Žilinský,Lokca,ZŠ s MŠ - Lokca,Lokca 71,23.5
ZŠ I. stupeň,Žilinský,Oravská Polhora,ZŠ s MŠ - Oravská Polhora,Oravská Polhora 481,10.1
Základná škola,Žilinský,Klin,ZŠ s MŠ - Klin,Klin 122,22.3
Základná škola,Žilinský,Novoť,ZŠ s MŠ - Novoť,Novoť 315,32.7
Základná škola,Žilinský,Žaškov,ZŠ s MŠ - Žaškov,Žaškov 219,10.7
Základná škola,Žilinský,Turčianske Teplice,"ZŠ s MŠ - Turč.Teplice, Školská",Školská 447/2,41.7
Základná škola,Žilinský,Liptovská Lúžna,ZŠ s MŠ - Lipt.Lúžna,Liptovská Lúžna 569,15.5
Základná škola,Žilinský,Komjatná,"ZŠ s MŠ - Komjatná, Školská",Školská 290,14.3
Základná škola,Žilinský,Lietava,ZŠ - Lietava,Lietava 216,13.6
Základná škola,Žilinský,Zubrohlava,"ZŠ s MŠ - Zubrohlava, Školská",Školská 238,16.9
Základná škola,Žilinský,Tvrdošín,"ZŠ - Tvrdošín, Medvedzie",Medvedzie 155,41
Základná škola,Žilinský,Slovenské Pravno,ZŠ - Slovenské Pravno,Slovenské Pravno 45,10.6
Základná škola,Žilinský,Teplička nad Váhom,"ZŠ s MŠ - Teplička n.V., Školská",Školská 490,13.3
Základná škola,Žilinský,Žilina,"ZŠ - Žilina, Jarná",Jarná 20,25
Základná škola,Žilinský,Dlhé Pole,ZŠ s MŠ - Dlhé Pole,Dlhé Pole 38,14.6
Základná škola,Žilinský,Lutiše,ZŠ s MŠ - Lutiše,Lutiše 65,6.9
Základná škola,Žilinský,Višňové,ZŠ s MŠ - Višňové,Višňové 446,19.1
Základná škola,Žilinský,Lisková,"ZŠ s MŠ - Lisková,  pod Chočom",Ulica pod Chočom 550,12.7
Základná škola,Žilinský,Stráňavy,"ZŠ s MŠ - Stráňavy, Športovcov",Športovcov 342,12.9
Základná škola,Žilinský,Liptovské Sliače,"ZŠ - Lipt.Sliače, Školská",Školská ulica 927/2,22.2
Základná škola,Žilinský,Liptovské Revúce,ZŠ s MŠ - Lipt.Revúce,Liptovské Revúce 232,11.8
Základná škola,Žilinský,Sihelné,Cirk. ZŠ sv. Pavla - Sihelné,Sihelné 214,22.6
ZŠ I. stupeň,Žilinský,Petrovice,"ZŠ s MŠ - Petrovice, Ústredie",Ústredie 72,4.7
MŠ celodenná starostlivosť,Žilinský,Strečno,"Materská škola - Strečno, Sokolská",Sokolská 494,5.8
Základná škola,Žilinský,Kvačany,ZŠ - Kvačany,Kvačany 227,18.4
Základná škola,Žilinský,Brezovica,"ZŠ s MŠ - Brezovica, Školská",Školská 321,12.3
ZŠ I. stupeň,Žilinský,Hlboké nad Váhom,ZŠ s MŠ - Hlboké n.V.,Hlboké nad Váhom 124,2.5
Základná škola,Žilinský,Ružomberok-Černová,"ZŠ - Ružomberok, Černovských martýrov",Černovských martýrov 29,12.1
Základná škola,Žilinský,Ružomberok,"ZŠ - Ružomberok, Klačno",Klačno 4/2201,32.4
Základná škola,Žilinský,Liptovská Teplá,"ZŠ s MŠ - Lipt.Teplá, Hlinisko",Hlinisko 320,17
Základná škola,Žilinský,Malatiná,ZŠ s MŠ - Malatiná,Malatiná 70,10.2
Základná škola,Žilinský,Likavka,"ZŠ s MŠ - Likavka, Školská",Školská 480,18.4
Základná škola,Žilinský,Pribylina,ZŠ s MŠ - Pribylina,Pribylina 2,9.6
MŠ celodenná starostlivosť,Žilinský,Hruštín,Materská škola - Hruštín,Hruštín 207,7.3
ZŠ I. stupeň,Žilinský,Dúbrava,ZŠ s MŠ - Dúbrava,Dúbrava 464,3.2
Základná škola,Žilinský,Hôrky,ZŠ s MŠ - Hôrky,Hôrky 2,15.8
Základná škola,Žilinský,Žilina,"ZŠ - Žilina, Nám.mladosti",Námestie mladosti 1,46.6
MŠ celodenná starostlivosť,Žilinský,Východná,Materská škola - Východná,Východná 715,4.4
MŠ celodenná starostlivosť,Žilinský,Čadca,"Materská škola - Čadca, Fraňa Kráľa",Fraňa Kráľa 1707,8.7
Základná škola,Žilinský,Martin,"Súkr. ZŠ - Martin, Východná",Východná 18,15
MŠ celodenná starostlivosť,Žilinský,Čadca,"Materská škola - Čadca, Milošová",Milošová 445,6.2
MŠ celodenná starostlivosť,Žilinský,Čadca,"Materská škola - Čadca, Janka Kráľa",Janka Kráľa 2392,17.9
MŠ celodenná starostlivosť,Žilinský,Čadca,"Materská škola - Čadca, Hurbanova",Hurbanova 1155,15.7
ZŠ I. stupeň,Žilinský,Čadca,"ZŠ - Čadca, Milošová u Prívary",Milošová u Prívary 477,4.7
ZŠ I. stupeň,Žilinský,Konská,ZŠ s MŠ - Konská,Konská 399,4.5
MŠ celodenná starostlivosť,Žilinský,Čierne,"Materská škola - Čierne, Ústredie",Ústredie 169,5.8
MŠ celodenná starostlivosť,Žilinský,Staškov,Materská škola - Staškov,Staškov 364,6
ZŠ I. stupeň,Žilinský,Vavrečka,ZŠ s MŠ - Vavrečka,Vavrečka 204,5.1
MŠ celodenná starostlivosť,Žilinský,Lietava,"Materská škola - Lietava, Pod Hájom",Pod Hájom 368,4
MŠ celodenná starostlivosť,Žilinský,Lietavská Lúčka,"Materská škola - Lietavská Lúčka, Skalka",Skalka 17,5.3
ZŠ I. stupeň,Žilinský,Hvozdnica,ZŠ s MŠ - Hvozdnica,Hvozdnica 66,4.7
Základná škola,Žilinský,Žilina,"Cirk. ZŠ - Žilina, Gaštanová",Gaštanová 53,18.3
MŠ celodenná starostlivosť,Žilinský,Svrčinovec,Materská škola - Svrčinovec,Svrčinovec 856,8
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Puškinova",Puškinova 2165/3,8.4
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Trnavská",Trnavská 2993/21,14.3
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Čajakova",Čajakova 4,9.8
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Nám.Janka Borodáča",Nám. Janka Borodáča 7,8.1
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Petzvalova",Petzvalova 8,12.6
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Nám.Janka Borodáča",Nám. Janka Borodáča 6,8
MŠ celodenná starostlivosť,Žilinský,Smrečany,Materská škola - Smrečany,Smrečany 117,2.3
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Zástranie",Zástranie 284,4
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Dedinská",Dedinská 1/1,2
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Stavbárska",Stavbárska 4,5.9
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Bajzova",Bajzova 9,10.7
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Jarná",Jarná 2602/7,21.8
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Suvorovova",Suvorovova 2797/20,15.7
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, c.k vodojemu",Cesta k vodojemu 386/4,4.8
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Predmestská",Predmestská 27,4
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, A.Kmeťa",Andreja Kmeťa 15,12.2
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Gemerská",Gemerská 1772,8
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Študentská",Študentská 15/3,4
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Limbová",Limbová 26,19.7
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Do Stošky",Do Stošky 5,8.3
MŠ celodenná starostlivosť,Žilinský,Ochodnica,Materská škola - Ochodnica,Ochodnica 355,5.1
ZŠ I. stupeň,Žilinský,Turčianske Teplice,"ZŠ s MŠ - Turč.Teplice, Žarnovická",Žarnovická 1078/13,5
ZŠ I. stupeň,Žilinský,Turčianske Teplice,"SŠ-ZŠ s MŠ - Turč.Teplice, Horné Rakovce",Horné Rakovce 1400/28,21.6
ZŠ I. stupeň,Žilinský,Divinka,ZŠ s MŠ - Divinka,Divinka 84,4.8
Základná škola,Žilinský,Žilina,"Súkr. ZŠ - Žilina, Oravská c.",Oravská cesta 11,21.5
Základná škola,Žilinský,Ružomberok,"Súkr. ZŠ - Ružomberok, Štiavnická c.",Štiavnická cesta 80,11.7
Gymnázium,Žilinský,Žilina,"SŠ Kráľovnej - Žilina, Na Závaží",Na Závaží 2,27.6
MŠ celodenná starostlivosť,Žilinský,Korňa,Materská škola - Korňa,Korňa 720,4
ZŠ I. stupeň,Žilinský,Lomná,ZŠ s MŠ - Lomná,Lomná 36,5.4
ZŠ I. stupeň,Žilinský,Klubina,ZŠ s MŠ - Klubina,Klubina 157,2.8
ZŠ I. stupeň,Žilinský,Lietavská Svinná-Babkov,ZŠ s MŠ - Lietavská Svinná,Lietavská Svinná 105,4.5
Základná škola,Žilinský,Liptovský Hrádok,"ZŠ s MŠ - Lipt.Hrádok, Hradná",Hradná 342,37
Základná škola,Žilinský,Liptovský Hrádok,"ZŠ s MŠ - Lipt.Hrádok, J.D.Matejovie",J. D. Matejovie 539,24.8
ZŠ I. stupeň,Žilinský,Švošov,Cirk. ZŠ sv. Matúša - Švošov,Švošov 71,3.5
ZŠ I. stupeň,Žilinský,Horný Hričov,"ZŠ s MŠ - Horný Hričov, Mládeže",Mládeže 156,2.4
MŠ celodenná starostlivosť,Žilinský,Skalité,"Materská škola - Skalité, Ústredie",Ústredie 632,9.5
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Rybie nám.",Rybie námestie 1/1,2.8
MŠ celodenná starostlivosť,Žilinský,Liptovský Mikuláš,"Materská škola - Lipt.Mikuláš,  čs.brigády",Ul. čs. brigády 2,17.1
MŠ celodenná starostlivosť,Žilinský,Liptovský Mikuláš,"Materská škola - Lipt.Mikuláš,  Vranovská",Ul. Vranovská 601,8.5
MŠ celodenná starostlivosť,Žilinský,Martin,"Materská škola - Martin, P.O.Hviezdoslava",P. O. Hviezdoslava 17,8
MŠ celodenná starostlivosť,Žilinský,Martin,"Materská škola - Martin, J.Lettricha",J. Lettricha 19,14.5
MŠ celodenná starostlivosť,Žilinský,Martin,"Materská škola - Martin, J.Šimka",Jána Šimka 7,5.8
MŠ celodenná starostlivosť,Žilinský,Martin,"Materská škola - Martin, Družstevná",Družstevná 10,9
Gymnázium,Žilinský,Liptovský Mikuláš,"Evanjelická SŠ-Gym - Lipt.Mikuláš, Komenského",Komenského 10,57.6
ZŠ I. stupeň,Žilinský,Valaská Dubová,ZŠ s MŠ - Valaská Dubová,Valaská Dubová 137,1.6
Základná škola,Žilinský,Martin,"Súkr. ZŠ - Martin, Východná",Východná 18,13.1
MŠ celodenná starostlivosť,Žilinský,Raková,"Materská škola - Raková, Korcháň",Korcháň 1070,4.1
ŠZŠ pre žiakov s autizmom,Žilinský,Žilina,"Súkr. ZŠ s MŠ - Žilina, Do Stošky",Do Stošky 8,15.6
Stredná odborná škola,Žilinský,Námestovo,"Súkr. SOŠ podnikania - Námestovo, Slanická osada",Slanická osada 2178,5.4
MŠ celodenná starostlivosť,Žilinský,Martin,"Súkr. materská škola - Martin, P.Mudroňa",P. Mudroňa 32,4
MŠ celodenná starostlivosť,Žilinský,Martin,"Súkr. materská škola - Martin, Jesenského 10246/1A",Jesenského 10246/1A,3.3
Stredná odborná škola,Žilinský,Žilina,"Súkr. SOŠ - Žilina, Saleziánska",Saleziánska 18,8.5
Špeciálna základná škola,Žilinský,Žilina,"SŠ - Žilina, J.M.Hurbana",J. M. Hurbana 36,9.5
Špeciálna základná škola,Žilinský,Ružomberok,"SŠ - Ružomberok, Malé Tatry",Malé Tatry 3,20.8
Špeciálna základná škola,Žilinský,Liptovský Mikuláš,"SŠ - Lipt.Mikuláš, J.Rumana",J. Rumana 6,20.2
Špeciálna základná škola,Žilinský,Čadca,"SŠ - Čadca, Palárikova",Palárikova 2758,19.3
Špeciálna základná škola,Žilinský,Horná Štubňa,SŠ - Horná Štubňa,Horná Štubňa 494,5.9
ŠZŠ pre telesne postihnutých,Žilinský,Dolný Kubín,"SŠ - D.Kubín, Matuškova",Matuškova 1631,11.1
Špeciálna základná škola int.,Žilinský,Námestovo,"SŠ internát. - Námestovo, Mila Urbana",Mila Urbana 160/45,52.8
ZŠ I. stupeň,Žilinský,Beňadovo,ZŠ s MŠ - Beňadovo,Beňadovo 68,4.4
Základná škola,Žilinský,Dolný Kubín,"Súkr. ZŠ s MŠ - D.Kubín,  Obrancov mieru",Ul. Obrancov mieru 1779,3.5
MŠ celodenná starostlivosť,Žilinský,Martin,"Súkr. materská škola - Martin,  Lettricha",Ul. Lettricha 2,8.1
MŠ celodenná starostlivosť,Žilinský,Martin,"Súkr. materská škola - Martin, Východná",Východná 18,7
Základná škola,Žilinský,Belá,"SŠ - ZŠ s MŠ - Belá, Oslobodenia",Oslobodenia č. 165,32.6
Základná škola,Žilinský,Terchová,"ZŠ s MŠ - Terchová, Školská",Školská 86,26.4
Stredná umelecká škola,Žilinský,Žilina,"Súkr.SUŠ - Žilina, Hálkova",Hálkova 2968/22,23.8
MŠ celodenná starostlivosť,Žilinský,Liptovský Mikuláš,"Materská škola - Lipt.Mikuláš, Ondrašovská",Ondrašovská 55,3.8
MŠ celodenná starostlivosť,Žilinský,Liptovský Mikuláš,"Materská škola - Lipt.Mikuláš, Palúčanská",Palúčanská 22,4
MŠ celodenná starostlivosť,Žilinský,Liptovský Mikuláš,"Materská škola - Lipt.Mikuláš, Komenského",Komenského 13,6
MŠ celodenná starostlivosť,Žilinský,Liptovský Mikuláš,"Materská škola - Lipt.Mikuláš, Kláštorná",Kláštorná 550,7
Stredná odborná škola,Žilinský,Liptovský Mikuláš,"SOŠ OaSl - Lipt.Mikuláš, Vrbická",Vrbická 632,10.8
Stredná odborná škola,Žilinský,Dolný Kubín,"Súkr. SOŠ - D.Kubín, SNP",SNP 1202/14,10.7
MŠ celodenná starostlivosť,Žilinský,Martin,"Materská škola - Martin,  kpt.Nálepku",Ul. kpt. Nálepku 5,7.1
Gymnázium,Žilinský,Dolný Kubín,"Cirk. SŠ - Gymnázium - D.Kubín, Okružná",Okružná 2026/25,28.7
Stredná odborná škola,Žilinský,Bytča,"Súkr. SOŠ - Bytča, Sidónie Sakalovej",Sidónie Sakalovej č. 182,7.6
Gymnázium,Žilinský,Dolný Kubín,"Súkr. Gymnázium - D.Kubín, Nemocničná",Nemocničná 2,13
ZŠ pre žiakov s poruch. učenia,Žilinský,Martin-Záturčie,"Súkr. základna škola - Martin,  Š.Furdeka",Ul. Š. Furdeka,20.5
Špeciálna základná škola,Žilinský,Martin,"Súkr. Špec. ZŠ - Martin, Š.Furdeka",Ul.Š.Furdeka č.3,1.3
ZŠ I. stupeň,Žilinský,Vyšný Kubín,"ZŠ s MŠ - Vyšný Kubín, Vyšnokubínska",Vyšnokubínska 135/35,2
MŠ celodenná starostlivosť,Žilinský,Klokočov,Materská škola - Klokočov,Klokočov 976,4.1
MŠ celodenná starostlivosť,Žilinský,Gôtovany,Materská škola - Gôtovany,Gôtovany 60,3
ZŠ I. stupeň,Žilinský,Vasiľov,ZŠ s MŠ - Vasiľov,Vasiľov 58,2.8
MŠ celodenná starostlivosť,Žilinský,Ružomberok,"Materská škola sv.Lujzy - Ružomberok, Nám.A.Hlinku",Nám. A. Hlinku č.67,4
ZŠ I. stupeň,Žilinský,Dunajov,ZŠ s MŠ - Dunajov,Dunajov 235,3.3
Tanečné konzervatórium,Žilinský,Liptovský Hrádok,"Súkr.tan.konz. - Lipt.Hrádok, Hradná",Hradná 340,4.6
Gymnázium,Žilinský,Rajec,"Katol.SŠ-Gym - Rajec, Nám.A.Škrábika",Nám. Andreja Škrábika č.5,28.4
ZŠ I. stupeň,Žilinský,Stankovany,ZŠ s MŠ - Stankovany,Stankovany 330,2.6
Základná škola,Žilinský,Snežnica,ZŠ s MŠ - Snežnica,Snežnica 218,11.8
ZŠ I. stupeň,Žilinský,Krasňany,ZŠ s MŠ - Krasňany,Krasňany 19,4.5
Základná škola,Žilinský,Liptovský Mikuláš,"ZŠ s MŠ - Lipt.Mikuláš, Demänovská  408/4A",Demänovská ulica 408/4A,32.2
Gymnázium,Žilinský,Martin,"Evanjelická SŠ-GYM - Martin, M.R.Štefánika",M. R. Štefánika 17,30.2
Špeciálna základná škola int.,Žilinský,Liptovský Ján,"Špec. ZŠ i. - Lipt.Ján, Kúpeľná",Kúpeľná 97,9.9
Stredná odborná škola,Žilinský,Turany,"SOŠ - Turany, Komenského",Komenského 1049/23,20.9
MŠ celodenná starostlivosť,Žilinský,Ružomberok,"Súkr. materská škola - Ružomberok, Malé Tatry",Malé Tatry 3,2.2
Stredná umelecká škola,Žilinský,Martin,"Súkr. SŠ-SUŠ - Martin,  J.Lettrich",Ul. J. Lettrich č. 3,18.9
MŠ celodenná starostlivosť,Žilinský,Bytča,"Materská škola - Bytča, Hurbanova",Hurbanova 5,17.9
ZŠ I. stupeň,Žilinský,Podbiel,ZŠ s MŠ - Podbiel,Podbiel 246,3.3
MŠ celodenná starostlivosť,Žilinský,Trstená,"Materská škola - Trstená, Oslobodenia",Oslobodenia 941,22
MŠ celodenná starostlivosť,Žilinský,Krásno nad Kysucou,"Materská škola - Krásno n.K., Lesnícka",Lesnícka 1370,14.9
Základná škola,Žilinský,Vysoká nad Kysucou,"ZŠ s MŠ - Vysoká n.K., Ústredie",Ústredie 316,???
Praktická škola,Žilinský,Žilina,"Súkr. PŠ - Žilina, Do Stošky",Do Stošky 8,0.2
MŠ celodenná starostlivosť,Žilinský,Trstená,"Cirk. MŠ - Trstená, Hviezdoslavova",Hviezdoslavova 824/6,0.4
Základná škola,Žilinský,Makov,ZŠ s MŠ - Makov,Makov 264,4.4
Základná škola,Žilinský,Hybe,ZŠ s MŠ - Hybe,Hybe 691,4.4
Základná škola,Žilinský,Kamenná Poruba,"ZŠ s MŠ - Kamenná Poruba, Školská",Školská 474/5,1.6
Základná škola,Žilinský,Radoľa,ZŠ s MŠ - Radoľa,Radoľa 326,4.5
Základná škola,Žilinský,Krásno nad Kysucou,"ZŠ - Krásno n.K., Mládežnícka",Mládežnícka 1343,5.2
MŠ celodenná starostlivosť,Žilinský,Žilina,"Materská škola - Žilina, Zádubnie",Zádubnie 196,0.4
MŠ pri základnej škole,Žilinský,Čadca,"Materská škola pri ZŠ - Čadca, Podzávoz",Podzávoz 2739,6
MŠ pri základnej škole,Žilinský,Čierne,"Materská škola pri ZŠ - Čierne, Vyšný Koniec",Vyšný Koniec 969,7.5
MŠ pri základnej škole I. st.,Žilinský,Dlhá nad Kysucou,Materská škola pri ZŠ - Dlhá n.K.,Dlhá nad Kysucou 201,2.3
MŠ celodenná starostlivosť,Žilinský,Dolný Vadičov,Materská škola - Dolný Vadičov,Dolný Vadičov 139,2
MŠ pri základnej škole I. st.,Žilinský,Klubina,Materská škola pri ZŠ - Klubina,Klubina 157,2
MŠ celodenná starostlivosť,Žilinský,Kysucké Nové Mesto,"Materská škola - Kysucké N.M., Budatínska Lehota",Budatínska Lehota č.31,2.1
MŠ celodenná starostlivosť,Žilinský,Lodno,Materská škola - Lodno,Lodno 67,3.9
MŠ celodenná starostlivosť,Žilinský,Nesluša,Materská škola - Nesluša,Nesluša 110,10
MŠ pri základnej škole,Žilinský,Nová Bystrica,Materská škola pri ZŠ - Nová Bystrica,Nová Bystrica 685,6.5
MŠ pri základnej škole,Žilinský,Nová Bystrica,"Materská škola pri ZŠ - Nová Bystrica, Vychylovka",Vychylovka 687,2.8
MŠ pri základnej škole,Žilinský,Olešná,EP pri ZŠ s MŠ-MŠ - Olešná,Olešná 618,4.9
MŠ pri základnej škole,Žilinský,Oščadnica,"EP pri ZŠ s MŠ-MŠ - Oščadnica, Ústredie",Ústredie 1579,17.8
MŠ pri základnej škole,Žilinský,Oščadnica,"EP pri ZŠ s MŠ-MŠ - Oščadnica, Píla",Píla 22,17.8
MŠ celodenná starostlivosť,Žilinský,Podvysoká,Materská škola - Podvysoká,Podvysoká 354,4.7
MŠ pri základnej škole,Žilinský,Povina,Materská škola pri ZŠ - Povina,Povina 323,4.7
MŠ celodenná starostlivosť,Žilinský,Rudina,Materská škola - Rudina,Rudina 444,6
MŠ celodenná starostlivosť,Žilinský,Rudinka,Materská škola - Rudinka,Rudinka 118,2
MŠ pri základnej škole,Žilinský,Rudinská,Materská škola pri ZŠ - Rudinská,Rudinská 115,4.8
MŠ pri základnej škole,Žilinský,Skalité,"Materská škola pri ZŠ - Skalité, Kudlov",Kudlov 781,6.8
MŠ pri základnej škole,Žilinský,Stará Bystrica,Materská škola pri ZŠ - St.Bystrica,Stará Bystrica 679,9.6
MŠ pri základnej škole,Žilinský,Vysoká nad Kysucou,"EP pri ZŠ s MŠ-MŠ - Vysoká n.K., Ústredie",Ústredie 286,???
MŠ celodenná starostlivosť,Žilinský,Zákopčie,Materská škola - Zákopčie,Zákopčie 888,3
MŠ pri základnej škole,Žilinský,Zborov nad Bystricou,Materská škola pri ZŠ - Zborov nad Bystricou,Zborov nad Bystricou 201,8.4
MŠ pri základnej škole,Žilinský,Babín,Materská škola pri ZŠ - Babín,Babín 293,3.7
MŠ pri základnej škole I. st.,Žilinský,Beňadovo,EP pri ZŠ s MŠ-MŠ - Beňadovo,Beňadovo 67,2
MŠ pri základnej škole,Žilinský,Bobrov,"EP pri ZŠ s MŠ-MŠ - Bobrov, Plátenícka",Plátenícka 171,4.5
MŠ pri základnej škole,Žilinský,Breza,EP pri ZŠ s MŠ-MŠ - Breza,Breza 337,3.2
MŠ pri základnej škole,Žilinský,Brezovica,"Materská škola pri ZŠ - Brezovica, Školská",Školská 321,3
